name,naverTheme
SNT에너지,"['LNG(액화천연가스)', '셰일가스(Shale Gas)', '네옴시티', '원자력발전']"
SNT홀딩스,['지주사']
SOOP,"['SNS(소셜네트워크서비스)', '코리아 밸류업 지수(Korea Value-up Index)', '가상현실(VR)', '스포츠행사 수혜(올림픽, 월드컵 등)']"
SPC삼립,"['겨울', '음식료업종']"
STX그린로지스,"['해운', '종합 물류']"
STX엔진,"['조선기자재', '방위산업/전쟁 및 테러']"
SUN&L,"['조림사업', '리모델링/인테리어']"
SV인베스트먼트,"['창투사', '코로나19(진단/치료제/백신 개발 등)']"
TBH글로벌,"['패션/의류', '日제품 불매운동(수혜)']"
TCC스틸,"['2차전지', '리비안(RIVIAN)', '2차전지(소재/부품)', '철강 중소형']"
THE CUBE&,['자동차부품']
TJ미디어,"['엔터테인먼트', '모바일콘텐츠(스마트폰/태블릿PC)']"
TKG휴켐스,"['요소수', '온실가스(탄소배출권)/탄소 포집·활용·저장(CCUS)']"
TP,"['로봇(산업용/협동로봇 등)', '스마트팩토리(스마트공장)', '3D 프린터', '4차산업 수혜주', '패션/의류']"
TPC,"['로봇(산업용/협동로봇 등)', '스마트팩토리(스마트공장)', '3D 프린터', '4차산업 수혜주']"
TS인베스트먼트,"['4차산업 수혜주', '창투사', '퓨리오사AI', '두나무(Dunamu)', '일자리(취업)', '가상화폐(비트코인 등)']"
TS트릴리온,['탈모 치료']
TYM,"['농업', '우크라이나 재건']"
YBM넷,"['교육/온라인 교육', '모바일콘텐츠(스마트폰/태블릿PC)']"
YG PLUS,"['음원/음반', '광고']"
YTN,"['방위산업/전쟁 및 테러', '미디어(방송/신문)', '모바일콘텐츠(스마트폰/태블릿PC)']"
iMBC,"['메타버스(Metaverse)', '미디어(방송/신문)']"
iM금융지주,"['밸류업(24년 기업가치 제고계획 발표)', '지주사', '은행']"
가비아,"['SNS(소셜네트워크서비스)', '클라우드 컴퓨팅', '핀테크(FinTech)', '보안주(정보)']"
가온그룹,"['밸류업(26년 기업가치 제고계획 발표)', '지능형로봇/인공지능(AI)', '증강현실(AR)', '사물인터넷', '음성인식']"
가온전선,"['전선', '전력설비']"
가온칩스,"['온디바이스 AI', '시스템반도체']"
감성코퍼레이션,"['패션/의류', '밸류업(24년 기업가치 제고계획 발표)', '가상화폐(비트코인 등)']"
강남제비스코,['페인트']
강동씨앤엘,"['시멘트/레미콘', '아프리카 돼지열병(ASF)']"
강스템바이오텍,"['탈모 치료', '제대혈', '줄기세포', '코로나19(치료제/백신 개발 등)', '코로나19(진단/치료제/백신 개발 등)', '화장품']"
강원랜드,"['코리아 밸류업 지수(Korea Value-up Index)', '밸류업(24년 기업가치 제고계획 발표)', '호텔/리조트', '카지노']"
강원에너지,"['2차전지(장비)', '리튬', '2차전지', '2차전지(소재/부품)', '전기차', '원자력발전']"
갤럭시아머니트리,"['지역화폐', 'STO(토큰증권 발행)', 'SNS(소셜네트워크서비스)', 'NFT(대체불가토큰)', '모바일솔루션(스마트폰)', '삼성페이', '핀테크(FinTech)', '전자결제(전자화폐)', '쿠팡(coupang)', '가상화폐(비트코인 등)']"
갤럭시아에스엠,"['STO(토큰증권 발행)', 'NFT(대체불가토큰)']"
경남스틸,['철강 중소형']
경남제약,"['제약업체', '건강기능식품']"
경농,"['남북경협', '농업', '태풍 및 장마']"
경동나비엔,"['스마트홈(홈네트워크)', '코리아 밸류업 지수(Korea Value-up Index)', '겨울']"
경동도시가스,"['겨울', '도시가스']"
경동인베스트,"['맥신(MXene)', '지주사']"
경동제약,"['제약업체', '마이코플라스마 폐렴']"
경보제약,['제약업체']
경인양행,"['그래핀', '플렉서블 디스플레이', '日 수출 규제(국산화 등)']"
경창산업,"['자동차부품', '전기차']"
계룡건설,['건설 중소형']
계양전기,"['로봇(산업용/협동로봇 등)', '자동차부품', '전기차']"
고려산업,['사료']
고려아연,"['비철금속', '2차전지', '환율하락 수혜', '2차전지(소재/부품)', '밸류업(24년 기업가치 제고계획 발표)']"
고려제강,"['철강 주요종목', '핵융합에너지', '초전도체']"
고려제약,"['제약업체', '치매', '백신/진단시약/방역(신종플루, AI 등)', '메르스 코로나 바이러스']"
고바이오랩,"['비만치료제', '유전자 치료제/분석', '마이크로바이옴']"
고스트스튜디오,"['엔터테인먼트', '영상콘텐츠', '모바일게임(스마트폰)']"
고영,"['스마트팩토리(스마트공장)', '지능형로봇/인공지능(AI)', '시스템반도체', 'HBM(고대역폭메모리)', '반도체 장비']"
골드앤에스,['교육/온라인 교육']
골프존,"['지주사', '겨울', '골프']"
골프존홀딩스,"['지주사', '골프']"
공구우먼,['패션/의류']
광동제약,"['비만치료제', '제약업체', '겨울', '백신/진단시약/방역(신종플루, AI 등)', '마이코플라스마 폐렴']"
광명전기,"['태양광에너지', '원자력발전', '전력설비']"
광무,"['SI(시스템통합)', '리튬', '2차전지', 'NI(네트워크통합)', '2차전지(소재/부품)']"
광전자,"['마이크로 LED', 'LED']"
광주신세계,"['백화점', '소매유통', '밸류업(24년 기업가치 제고계획 발표)']"
교보14호스팩,['기업인수목적회사(SPAC)']
교보15호스팩,['기업인수목적회사(SPAC)']
교보16호스팩,['기업인수목적회사(SPAC)']
교보17호스팩,['기업인수목적회사(SPAC)']
교보증권,"['증권', 'STO(토큰증권 발행)']"
교촌에프앤비,"['육계', '음식료업종']"
구영테크,['자동차부품']
국보디자인,"['테마파크', '리모델링/인테리어']"
국순당,"['CXL(컴퓨트익스프레스링크)', '주류업(주정, 에탄올 등)', '음식료업종']"
국영지앤엠,"['방위산업/전쟁 및 테러', '철도']"
국일신동,['비철금속']
국일제지,"['그래핀', '수소차(연료전지/부품/충전소 등)', '제지']"
국전약품,"['제약업체', '치매', '코로나19(치료제/백신 개발 등)', '코로나19(진단/치료제/백신 개발 등)', '마이코플라스마 폐렴']"
국제약품,"['황사/미세먼지', '제약업체', '화장품', '마스크', '마이코플라스마 폐렴']"
그래디언트,"['소매유통', '여행', '건강기능식품', '야놀자(Yanolja)']"
그래피,"['치아 치료(임플란트 등)', '2025 하반기 신규상장']"
그리드위즈,"['전기차 화재 방지(배터리 열폭주 등)', '전력저장장치(ESS)', '전기차(충전소/충전기)', '태양광에너지']"
그리티,"['패션/의류', '日제품 불매운동(수혜)']"
그린리소스,"['희귀금속(희토류 등)', '반도체 장비']"
그린생명과학,"['제약업체', '농업']"
그린케미칼,"['석유화학', '온실가스(탄소배출권)/탄소 포집·활용·저장(CCUS)']"
그린플러스,"['비철금속', '농업']"
극동유화,"['윤활유', 'LPG(액화석유가스)', '아스콘(아스팔트 콘크리트)']"
글로벌에스엠,"['2차전지', '2차전지(소재/부품)', '전기차', '국내 상장 중국기업']"
글로벌텍스프리,"['AI 챗봇(챗GPT 등)', '면세점']"
글로본,['화장품']
금강공업,"['강관업체(Steel pipe)', '철강 중소형', '모듈러주택']"
금강철강,['철강 중소형']
금양그린파워,"['풍력에너지', '전력저장장치(ESS)', '태양광에너지', '고체산화물 연료전지(SOFC)', '원자력발전']"
금호건설,"['수자원(양적/질적 개선)', 'GTX(수도권 광역급행철도)', '건설 중소형']"
금호석유화학,"['타이어', '석유화학', '코리아 밸류업 지수(Korea Value-up Index)', '밸류업(25년 기업가치 제고계획 발표)', '탄소나노튜브(CNT)']"
금호에이치티,"['전기차 화재 방지(배터리 열폭주 등)', '자동차부품', '전기차', 'LED']"
금호전기,['LED']
금호타이어,['타이어']
금화피에스시,"['원자력발전', '전력설비']"
기가레인,"['휴대폰부품', '갤럭시 부품주', '스마트폰', '5G(5세대 이동통신)', '통신장비', '반도체 장비', '사물인터넷', 'LED장비']"
기가비스,"['유리 기판', '반도체 장비']"
기산텔레콤,"['UAM(도심항공모빌리티)', '방위산업/전쟁 및 테러', '드론(Drone)', '5G(5세대 이동통신)', '통신장비']"
기아,"['자동차 대표주', '방위산업/전쟁 및 테러', '자율주행차', '수소차(연료전지/부품/충전소 등)', '전기차', '코리아 밸류업 지수(Korea Value-up Index)', '전기차(충전소/충전기)', '밸류업(24년 기업가치 제고계획 발표)']"
기업은행,"['밸류업(24년 기업가치 제고계획 발표)', '은행']"
까뮤이앤씨,['건설 중소형']
깨끗한나라,"['마스크', '제지', '출산장려정책', '日제품 불매운동(수혜)']"
꿈비,"['출산장려정책', '엔젤산업']"
나노,"['터치패널(스마트폰/태블릿PC 등)', '리튬', '전기차 화재 방지(배터리 열폭주 등)', '황사/미세먼지', '고령화 사회(노인복지)', '2차전지', '맥신(MXene)', '스페이스X(SpaceX)', '2차전지(소재/부품)', '전기차', '의료기기', '원격진료/비대면진료(U-Healthcare)', '태양광에너지', '반도체 재료/부품', '페라이트', '코로나19(진단/치료제/백신 개발 등)', '보안주(정보)', 'HBM(고대역폭메모리)', 'OLED(유기 발광 다이오드)', '코로나19(진단키트)', 'LED']"
나노신소재,"['2차전지', '2차전지(소재/부품)', '태양광에너지', 'OLED(유기 발광 다이오드)', 'LED']"
나노실리칸첨단소재,"['코로나19(진단/치료제/백신 개발 등)', '보안주(정보)', '코로나19(진단키트)']"
나노씨엠에스,['보안주(정보)']
나노엔텍,"['고령화 사회(노인복지)', '의료기기', '원격진료/비대면진료(U-Healthcare)', '코로나19(진단/치료제/백신 개발 등)', '코로나19(진단키트)']"
나노팀,"['전기차 화재 방지(배터리 열폭주 등)', '2차전지', '스페이스X(SpaceX)', '2차전지(소재/부품)', '전기차']"
나라셀라,"['주류업(주정, 에탄올 등)']"
나라스페이스테크놀로지,"['우주항공산업(누리호/인공위성 등)', '2025 하반기 신규상장']"
나라엠앤디,"['2차전지', '자동차부품', '2차전지(소재/부품)', '전기차']"
나래나노텍,['OLED(유기 발광 다이오드)']
나무가,"['휴대폰부품', '갤럭시 부품주', '스마트폰', '카메라모듈/부품', '증강현실(AR)', '가상현실(VR)']"
나무기술,"['SI(시스템통합)', '5G(5세대 이동통신)', '클라우드 컴퓨팅']"
나우IB,"['창투사', '퓨리오사AI']"
나우로보틱스,['로봇(산업용/협동로봇 등)']
나이벡,"['mRNA(메신저 리보핵산)', '치아 치료(임플란트 등)', '비만치료제']"
나이스정보통신,"['삼성페이', '애플페이']"
나인테크,"['2차전지(장비)', '2차전지(전고체)', '폐배터리', '2차전지', '맥신(MXene)', '유리 기판', '2차전지(나트륨이온)', 'OLED(유기 발광 다이오드)']"
남광토건,"['철도', '남북경협', 'GTX(수도권 광역급행철도)', '건설 중소형']"
남선알미늄,"['비철금속', '자동차부품']"
남성,"['UAM(도심항공모빌리티)', '리비안(RIVIAN)']"
남양유업,"['출산장려정책', '엔젤산업', '음식료업종']"
남해화학,"['남북경협', '농업', '태풍 및 장마', '비료', '여름']"
남화산업,['골프']
남화토건,"['남북경협', '건설 중소형']"
내츄럴엔도텍,"['화장품', '건강기능식품']"
네오리진,"['게임', '모바일게임(스마트폰)']"
네오셈,"['CXL(컴퓨트익스프레스링크)', '반도체 장비']"
네오오토,"['자동차부품', '전기차']"
네오위즈,"['지주사', '두나무(Dunamu)', '블록체인', '모바일콘텐츠(스마트폰/태블릿PC)', '가상화폐(비트코인 등)', '게임', '모바일게임(스마트폰)']"
네오위즈홀딩스,"['지주사', '블록체인', '모바일콘텐츠(스마트폰/태블릿PC)', '가상화폐(비트코인 등)', '게임', '모바일게임(스마트폰)']"
네오이뮨텍,['면역항암제']
네오크레마,['음식료업종']
네오티스,"['PCB(FPCB 등)', '자동차부품', '전기차']"
네오팜,"['화장품', '건강기능식품', '출산장려정책', '엔젤산업']"
네오펙트,"['지능형로봇/인공지능(AI)', '의료기기', '원격진료/비대면진료(U-Healthcare)']"
네온테크,"['UAM(도심항공모빌리티)', '드론(Drone)', 'MLCC(적층세라믹콘덴서)', '반도체 장비', 'LED장비']"
네이블,['모바일솔루션(스마트폰)']
네이처셀,"['줄기세포', '치매', '코로나19(치료제/백신 개발 등)', '코로나19(진단/치료제/백신 개발 등)', '화장품', '음식료업종']"
네패스,"['온디바이스 AI', '지능형로봇/인공지능(AI)', '뉴로모픽 반도체', '시스템반도체', '반도체 재료/부품', '반도체 장비']"
네패스아크,"['온디바이스 AI', '뉴로모픽 반도체', '시스템반도체', '반도체 장비']"
넥사다이내믹스,['OLED(유기 발광 다이오드)']
넥센,"['타이어', 'UAM(도심항공모빌리티)', '지주사']"
넥센타이어,"['타이어', 'UAM(도심항공모빌리티)']"
넥스턴앤롤코리아,"['공작기계', '비만치료제']"
넥스트아이,['화장품']
넥스트칩,"['자율주행차', '밸류업(25년 기업가치 제고계획 발표)', '시스템반도체']"
넥스틴,"['코리아 밸류업 지수(Korea Value-up Index)', '반도체 장비']"
넥스틸,"['강관업체(Steel pipe)', '철강 중소형']"
넥슨게임즈,"['게임', '모바일게임(스마트폰)']"
넥써쓰,"['스테이블코인', '게임', '모바일게임(스마트폰)']"
넵튠,"['메타버스(Metaverse)', '게임', '모바일게임(스마트폰)']"
넷마블,"['게임', '모바일게임(스마트폰)']"
노랑풍선,['여행']
노루페인트,['페인트']
노루홀딩스,"['페인트', '지주사']"
노머스,['엔터테인먼트']
노바렉스,"['건강기능식품', '음식료업종']"
노바텍,"['스마트폰', '희귀금속(희토류 등)', '폴더블폰']"
노브랜드,['패션/의류']
노을,"['의료AI', '밸류업(25년 기업가치 제고계획 발표)']"
노타,"['온디바이스 AI', '지능형로봇/인공지능(AI)', '2025 하반기 신규상장']"
녹십자,"['mRNA(메신저 리보핵산)', '제대혈', '고령화 사회(노인복지)', '유전자 치료제/분석', '제약업체', '모더나(MODERNA)', '남북경협', '원격진료/비대면진료(U-Healthcare)', '바이오시밀러(복제 바이오의약품)', '지주사', '코로나19(진단/치료제/백신 개발 등)', '겨울', '백신/진단시약/방역(신종플루, AI 등)', '건강기능식품', '마스크', '코로나19(진단키트)', '엠폭스(원숭이두창)']"
녹십자엠에스,"['코로나19(진단/치료제/백신 개발 등)', '마스크', '코로나19(진단키트)', '엠폭스(원숭이두창)']"
녹십자웰빙,"['제약업체', '건강기능식품']"
